Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2021-02-22,360.29931640625,362.7104315988189,360.02933764280306,360.3272432845483,67414200
2021-02-23,360.73687744140625,362.08674292738397,353.9410715012877,358.0930286391464,107284100
2021-02-24,364.7119140625,365.1401640532169,358.6608445373059,359.64763206401153,72433900
2021-02-25,355.92401123046875,364.8144486635572,354.4810747828788,363.4459744413882,146670500
2021-02-26,354.09002685546875,358.9495032557424,352.1071613879296,357.8044726689712,152701600
2021-03-01,362.6731872558594,363.92066358275525,354.2854928063855,358.9587703830817,105348800
2021-03-02,359.84326171875,363.12945783435276,359.3405493685015,362.8967243179224,79595300
2021-03-03,355.07684326171875,360.11317098093735,354.97442575307235,359.1450201183431,119940200
2021-03-04,350.682861328125,357.47866839991167,346.1957524741158,354.89067292653556,183433000
2021-03-05,357.1341857910156,358.1861456706564,346.9032310579424,354.18311275175654,152039600
2021-03-08,355.35614013671875,360.90449901744677,355.07687129081967,358.0930884659382,123149200
2021-03-09,360.42974853515625,362.9804987402697,358.698196429531,359.2009087711451,113633600
2021-03-10,362.6731872558594,364.367493636716,361.3605955625039,362.77560474978924,109899400
2021-03-11,366.3504333496094,368.3240087626398,364.6840536373491,365.14023058798864,86245000
2021-03-12,366.84375,366.98338438005464,364.18129312081305,364.9912009349735,64653600
2021-03-15,369.03143310546875,369.29209340626124,364.9539389353393,367.0950750911458,73427200
2021-03-16,368.5660400390625,370.35341719951157,367.7933490003447,369.64592676134737,73722500
2021-03-17,369.8228454589844,370.62343505257456,366.1363264084717,367.2813854421712,97959300
2021-03-18,364.44195556640625,369.32003933715384,363.76236369970513,367.2347568232178,115349100
2021-03-19,363.7677001953125,365.7197211971754,361.59150389696646,364.1412876855865,113624500
2021-03-22,366.6722412109375,368.05454577915344,364.22521125464175,364.2812479328097,73778600
2021-03-23,363.7864074707031,367.4849724644324,363.00186510857276,366.0373101003052,90686600
2021-03-24,361.9370422363281,366.8217830520808,361.89035449260405,365.1873129811931,97588600
2021-03-25,363.9731750488281,364.76703777153006,358.556056717537,360.4987572580339,116128600
2021-03-26,369.83856201171875,370.2401678212908,364.52419698725413,365.1219312266108,114409100
2021-03-29,369.6518249511719,370.557789685478,366.87789404327793,368.362923730932,108107600
2021-03-30,368.671142578125,369.3436115196959,367.0740110275809,368.3816101105084,76262200
2021-03-31,370.16546630859375,371.7252304449524,369.2128139187483,369.2408322683644,112734200
2021-04-01,374.1629638671875,374.2190290770349,371.893391727222,372.09886915365325,99682900
2021-04-05,379.5333251953125,380.0750513069228,376.7500740458587,376.8247801459603,91684800
2021-04-06,379.3092346191406,380.3552911930234,378.636765606944,378.9730143644943,62021000
2021-04-07,379.74810791015625,380.0936770263506,378.68338221439245,379.1410247193097,55836300
2021-04-08,381.5506591796875,381.6066958698037,380.06562988582067,380.99961272494903,57863100
2021-04-09,384.3246154785156,384.49275406318844,381.30786894490393,381.429291282708,61104600
2021-04-12,384.4647216796875,384.73555618947427,383.11978406878455,383.72686723274467,56704900
2021-04-13,385.60418701171875,386.2299681294225,383.979065799831,384.36200222963515,56551000
2021-04-14,384.28729248046875,386.6315702804382,383.7455664130594,385.5761649966313,61659900
2021-04-15,388.4154968261719,388.68635987083064,386.3794207731198,386.42610852089956,60229800
2021-04-16,389.7137451171875,390.3208283501207,388.28475230611167,389.7043961665137,82037300
2021-04-19,387.79901123046875,389.2280038510843,386.472771544875,388.77971032486425,78498500
2021-04-20,384.95977783203125,387.68699217501296,383.4840687603821,386.5848990980943,81851800
2021-04-21,388.60223388671875,388.8077112446587,384.20315433758054,384.34327456113897,66793000
2021-04-22,385.0531311035156,389.26540322576255,383.98840538810305,388.43417324213044,97582800
2021-04-23,389.22808837890625,390.6384119098377,385.5388724213667,385.61357852432894,73209200
2021-04-26,390.0406188964844,390.61036333622997,389.293443913069,389.88185775138544,52182400
2021-04-27,389.95654296875,390.53563632822335,388.81708265316865,390.3394793906885,51303100
2021-04-28,389.844482421875,391.34820981136744,389.37749094113417,390.22741885643023,51238900
2021-04-29,392.3288879394531,392.94532012603673,388.94787411541165,392.5717326349584,78544300
2021-04-30,389.7510681152344,390.90922633880604,388.8544524767412,390.05929844599274,85527000
2021-05-03,390.5916442871094,392.12336135927444,390.0966345103683,391.7404249655094,68128300
2021-05-04,388.18194580078125,389.0972592506833,384.4927306617044,388.602249482538,101591200
2021-05-05,388.3034362792969,390.05932889798106,387.74304077290196,389.82583314555814,60162200
2021-05-06,391.4043273925781,391.53507021269667,386.3701445084863,388.37820259005775,74321400
2021-05-07,394.2528991699219,394.90669867070073,391.48831747234374,392.17013532299035,67733800
2021-05-10,390.348876953125,394.8319841776763,390.2274545965479,394.60783736731895,81852400
2021-05-11,386.8650817871094,387.85510146471046,382.9890581244751,385.8283743617133,116888000
2021-05-12,378.64605712890625,385.35204832878026,377.3291376588085,384.0818451111226,134811000
2021-05-13,383.194580078125,385.1279319103437,380.1497860913207,380.1965023474464,106394000
2021-05-14,389.0785217285156,389.9284494519629,385.9029860768512,385.9310044192553,82201600
2021-05-17,388.0885925292969,388.9011816537385,386.0711858984487,387.9671986859142,65129200
